user1_id,choice_type,game_nr,m_points,coopcoop,coopdeflect,deflectcoop,deflectdeflect,user2_id,choice_type2,game2_nr,m_points2,coopcoop2,coopdeflect2,deflectcoop2,deflectdeflect2,ID
2040,Coop,0,88,8,20,-12,-5,2042,Deflect,0,120,8,20,-12,-5,67609
2042,Deflect,0,115,8,20,-12,-5,2040,Deflect,0,83,8,20,-12,-5,67610
2040,Deflect,0,78,8,20,-12,-5,2042,Deflect,0,110,8,20,-12,-5,67611
2042,Deflect,0,105,8,20,-12,-5,2040,Deflect,0,73,8,20,-12,-5,67612
2040,Deflect,0,68,8,20,-12,-5,2042,Deflect,0,100,8,20,-12,-5,67613
2042,Deflect,0,95,8,20,-12,-5,2040,Deflect,0,63,8,20,-12,-5,67614
2040,Deflect,0,58,8,20,-12,-5,2042,Deflect,0,90,8,20,-12,-5,67615
2042,Deflect,0,85,8,20,-12,-5,2040,Deflect,0,53,8,20,-12,-5,67616
2040,Deflect,0,48,8,20,-12,-5,2042,Deflect,0,80,8,20,-12,-5,67617
2042,Deflect,0,75,8,20,-12,-5,2040,Deflect,0,43,8,20,-12,-5,67618
2040,Deflect,0,38,8,20,-12,-5,2042,Deflect,0,70,8,20,-12,-5,67619
2042,Deflect,0,65,8,20,-12,-5,2040,Deflect,0,33,8,20,-12,-5,67620
2040,Deflect,0,28,8,20,-12,-5,2042,Deflect,0,60,8,20,-12,-5,67621
2042,Deflect,0,55,8,20,-12,-5,2040,Deflect,0,23,8,20,-12,-5,67622
2040,Deflect,0,18,8,20,-12,-5,2042,Deflect,0,50,8,20,-12,-5,67623
2042,Deflect,0,45,8,20,-12,-5,2040,Deflect,0,13,8,20,-12,-5,67624
2040,Deflect,0,8,8,20,-12,-5,2042,Deflect,0,40,8,20,-12,-5,67625
2042,Deflect,0,35,8,20,-12,-5,2040,Deflect,0,3,8,20,-12,-5,67626
2040,Deflect,0,-2,8,20,-12,-5,2042,Deflect,0,30,8,20,-12,-5,67627
